,E,I,J,L,input,nthreads,low,high,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
387,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1780.794327,1726.335985,1198.879659,1158.500109,280.440661,226.205724,38.441618
388,1,1,1,1,25,24,1800000,2300000,0 10234101760,1900.309567,1838.334257,1320.644579,1272.905700,284.169052,231.494188,38.156766
389,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1668.308148,1612.363875,1087.693739,1045.038484,274.932389,225.649871,38.422192
390,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1591.577161,1548.615266,974.386349,945.029864,283.934354,234.100480,41.043717
391,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1668.505474,1611.500096,1052.730466,1011.115066,291.632508,233.315873,40.848474
392,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1789.788010,1734.902166,1181.130876,1140.586150,287.013320,236.227527,40.310744
393,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1654.687348,1606.255141,1062.928115,1028.486343,274.592422,224.723803,39.286654
394,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1814.665188,1757.135207,1246.377933,1181.473967,218.725661,286.166686,38.258513
395,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1662.712903,1632.322142,1050.506486,1014.578888,224.746242,287.884582,41.398118
396,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1720.399232,1662.723526,1152.070754,1108.370696,274.068306,225.671339,37.578008
397,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1646.487458,1590.343020,1036.026168,994.366527,283.925169,233.171337,40.518348
398,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1752.396484,1697.553636,1174.169996,1112.199018,225.956498,291.736571,38.904318
399,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1849.807601,1801.657639,1214.484436,1160.791110,243.774825,306.519335,42.740140
400,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1798.131362,1738.530883,1210.835158,1164.876102,271.993423,223.625322,38.919620
401,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1694.418212,1635.680284,1104.769775,1059.806674,282.159344,231.059112,38.998972
402,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1791.082202,1735.437647,1184.769086,1143.414005,286.969833,232.809433,40.135504
403,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1653.046708,1625.022688,1045.169371,1010.167221,219.111193,285.719377,41.171875
404,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1712.799971,1657.336899,1124.811859,1082.940247,279.251496,230.793677,38.936966
405,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1751.984358,1684.311829,1143.876005,1090.639449,283.943102,235.620589,40.274503
406,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1758.580098,1723.647351,1191.681839,1149.527798,218.887985,288.175905,38.101203
407,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1626.661482,1578.312775,1029.339187,994.879089,279.375384,230.750883,39.621112
408,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1820.558046,1768.059237,1251.350807,1189.788823,213.306606,287.591857,38.393171
409,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1766.738771,1696.633422,1171.239793,1115.651595,283.978456,233.112334,39.317767
410,1,1,1,1,25,24,1800000,2300000,0 10234101760,1990.091557,1892.059476,1401.315491,1296.827102,226.908246,294.079376,39.533215
411,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1717.151992,1662.059740,1099.166960,1058.171450,283.452044,236.027725,41.001685
412,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1734.450716,1677.815139,1152.431352,1110.367085,280.710417,226.834823,38.457271
413,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1675.948729,1621.645645,1056.264039,1015.811887,291.376484,238.511106,41.128039
414,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1772.598673,1715.619674,1195.267379,1151.598677,271.759977,221.254485,38.230951
415,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1767.811293,1706.373705,1195.454314,1147.098068,278.130891,223.744869,37.860688
416,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1612.370438,1596.874861,992.193950,968.258240,229.840438,298.356142,42.023174
417,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1809.926132,1746.075192,1188.090152,1137.954849,284.842995,231.730472,41.384957
418,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1695.082475,1666.127562,1113.872083,1077.678439,221.771679,287.875290,39.224408
419,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1810.239701,1742.248720,1229.459516,1174.921996,275.748079,227.047711,38.426196
420,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1629.784119,1579.818593,1030.307584,993.397218,273.992988,228.383503,39.857216
421,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1652.455001,1608.575237,1041.188679,1010.996447,283.559399,236.445786,40.577225
422,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1763.009429,1704.040743,1156.309680,1112.300247,288.696077,231.743393,40.167733
423,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1636.253675,1589.875844,997.452943,965.274152,292.606786,239.904359,42.559787
424,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1847.476536,1783.740144,1251.227659,1201.237992,285.024030,233.736389,39.479041
425,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1707.716872,1630.221349,1118.026306,1054.980088,282.547880,228.324494,39.029053
426,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1678.645357,1651.692828,1073.826937,1040.007159,238.095050,303.185272,40.712116
427,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1741.931791,1694.445982,1111.790326,1077.942676,291.434521,239.973800,41.848034
428,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1744.758255,1685.618196,1134.066227,1088.097186,285.838441,235.023010,40.542806
429,1,1,1,1,25,24,1800000,2300000,0 10234101760,1826.457596,1763.056489,1264.728255,1214.724778,270.333088,221.562579,37.092354
430,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1727.621616,1675.219878,1157.737746,1097.829863,217.259260,284.571017,38.374800
431,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1792.480882,1731.559096,1208.323469,1161.703856,279.690415,228.789000,38.553893
432,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1817.823255,1767.841338,1200.214574,1164.719298,287.661557,236.061064,40.864112
433,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1711.851698,1678.338914,1084.941936,1044.633484,230.254547,295.582793,42.412479
434,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1673.679568,1621.124472,1044.898482,1006.256563,284.239915,236.397444,41.868943
435,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1853.656021,1811.753630,1151.073584,1103.182342,239.395786,302.768216,47.826672
436,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1807.343395,1751.321427,1197.848263,1156.670771,288.841905,236.213120,40.369859
437,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1690.321612,1640.172790,1102.154452,1065.549529,281.057358,232.604291,38.941408
438,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1658.292967,1609.249696,1059.199708,1022.867572,271.221086,224.108549,39.900026
439,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1822.257784,1755.481000,1249.518951,1175.302661,218.201462,284.243513,38.614887
440,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1726.882188,1672.421718,1138.326757,1097.345840,276.198671,227.111787,39.008155
441,1,1,1,1,25,24,1800000,2300000,0 10234101760,1903.555008,1856.995697,1311.173918,1280.093537,286.668235,230.497302,39.049391
442,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1632.836211,1611.754765,1033.153183,1004.876067,220.039551,289.029282,40.552306
443,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1728.465286,1692.296161,1123.286257,1080.138734,222.188533,289.400647,40.923904
444,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1709.804385,1646.424605,1167.754762,1117.498189,264.483502,212.647446,35.834420
445,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1735.804981,1711.069746,1173.896011,1141.236619,215.313262,285.276448,37.808172
446,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1829.719042,1774.374069,1200.177718,1139.085504,233.850675,299.008366,42.427942
447,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1841.498914,1778.878784,1253.155183,1183.832001,223.738435,286.906798,39.612559
448,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1677.542283,1656.861997,1029.749587,1002.141477,244.781327,308.789643,43.743133
449,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1720.285128,1671.894684,1141.530200,1106.513427,280.061435,227.539000,38.239979
450,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1816.839385,1748.436629,1231.828139,1177.910586,276.281221,226.440595,38.671862
451,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1758.859816,1708.692246,1135.868500,1078.734984,235.075868,298.663669,41.993279
452,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1793.349821,1736.233153,1188.134049,1146.229176,285.906831,229.748369,40.051489
453,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1681.844403,1658.025863,1073.505264,1041.836277,230.996857,303.550812,41.013813
454,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1722.823872,1689.308302,1129.379088,1089.379894,225.195022,289.310026,40.030646
455,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1738.270293,1668.127227,1164.308533,1107.429900,273.028336,225.561571,37.977919
456,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1821.842787,1760.574980,1232.379865,1185.114669,287.223827,235.552918,38.893486
457,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1632.083434,1584.703647,1026.944979,992.945450,280.127105,231.475419,40.165367
458,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1748.575103,1710.936889,1138.619018,1092.978046,233.739976,302.905374,41.132816
459,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1603.703583,1582.883942,983.684052,956.264957,229.368712,292.866471,41.972711
460,1,1,1,1,25,24,1800000,2300000,0 10234101760,1855.953676,1791.226044,1288.913789,1237.339155,275.640339,225.475026,37.433844
461,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1794.769669,1730.601607,1168.839707,1119.995482,298.254817,235.692595,41.426803
462,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1651.889647,1626.101961,1051.478969,1018.208465,221.151396,287.855915,40.601696
463,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1805.329928,1735.338504,1222.762098,1165.810427,275.634751,224.463672,38.585448
464,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1765.890673,1711.732359,1158.462711,1118.008652,285.543945,233.348069,40.228932
465,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1742.235792,1683.344161,1168.263639,1123.109483,278.511872,223.778292,37.940229
466,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1687.363689,1629.978118,1104.886991,1060.037067,270.973830,224.673185,38.656009
467,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1769.427047,1706.888200,1165.842879,1116.911236,285.773681,234.023953,39.947324
468,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1678.729657,1650.569318,1070.383700,1032.271956,225.763413,303.328687,41.156648
469,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1622.695236,1607.611059,995.985841,973.729842,235.535893,298.551329,42.374840
470,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1819.685834,1761.111357,1226.524491,1181.870743,280.197299,224.623474,39.308755
471,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1794.037202,1741.568227,1188.440123,1149.757859,285.935056,229.440474,40.174435
472,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1654.881212,1598.950790,1039.936978,996.998569,285.027677,234.227724,40.890017
473,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1730.938888,1673.106510,1094.577315,1051.017548,292.076310,240.227920,42.348486
474,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1726.397372,1680.113024,1104.467118,1072.023300,292.253157,236.734179,41.288788
475,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1708.453598,1672.841888,1116.979633,1075.077090,222.271772,286.502032,39.942392
476,1,1,1,1,25,24,1800000,2300000,0 10234101760,1798.274135,1733.372774,1251.719486,1200.375546,266.502485,215.411897,36.053089
477,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1682.073716,1636.048046,1116.919785,1084.782897,273.369125,220.548833,37.317362
478,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1618.462571,1565.346745,1057.700434,1017.707048,266.019269,217.636677,37.099143
479,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1755.211791,1698.876236,1187.345168,1144.686676,272.867446,221.177399,37.491764
480,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1789.074021,1734.633011,1217.251237,1176.790438,275.121733,220.326979,37.751248
481,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1574.281814,1538.147948,964.179048,941.629455,283.703366,231.514189,40.516106
482,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1735.766096,1686.671219,1105.277495,1070.013292,294.085481,241.950782,41.845786
483,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1777.568971,1698.342930,1214.037004,1148.603500,275.714965,222.899201,37.161502
484,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1705.429752,1645.668841,1068.434386,1022.099030,290.658447,242.481935,42.342243
485,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1850.523043,1786.062621,1250.588180,1178.659456,221.916744,288.249286,40.508743
486,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1934.904478,1864.359679,1306.722320,1251.838181,310.596784,254.393065,41.346456
487,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1653.342561,1596.168882,1077.991882,1033.611542,269.516099,224.998214,38.113109
488,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1748.539734,1693.387545,1154.205551,1112.459778,276.587330,227.963869,39.417527
489,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1694.133668,1649.575793,1100.586577,1048.899189,225.250761,288.295958,40.057652
490,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1674.466066,1611.574812,1065.785399,1017.295055,289.206556,233.243774,40.370193
491,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1734.665984,1696.008241,1141.807570,1095.214552,222.926146,292.899463,40.057966
492,1,1,1,1,25,24,1800000,2300000,0 10234101760,1819.885711,1734.973848,1274.090700,1202.961184,267.884214,217.709179,35.931161
493,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1762.777482,1713.387328,1157.464963,1122.947249,289.522007,233.908540,39.969925
494,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1796.195343,1729.655603,1222.690140,1170.155916,272.645995,220.127728,37.930996
495,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1762.203522,1699.539753,1171.087542,1122.642913,285.065504,232.846726,39.035004
496,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1760.994720,1727.155612,1148.869327,1108.620164,230.164475,294.505542,41.308628
497,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1761.273775,1723.211837,1167.300903,1122.221253,232.924282,297.296465,39.975712
498,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1669.493181,1617.708323,1086.122787,1027.991228,218.381190,280.968035,39.355244
499,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1803.017504,1750.801334,1203.551527,1142.722457,228.570785,300.626650,40.406585
500,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1612.394841,1568.423263,985.874511,955.878569,287.170657,234.830260,41.659732
501,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1835.446613,1773.176543,1240.869083,1192.556322,283.093660,231.682130,39.309262
502,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1768.168243,1706.084691,1207.291259,1158.412487,267.787294,222.067809,37.052457
503,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1739.874832,1696.368391,1128.463620,1078.479811,224.121032,290.226699,41.304081
504,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1744.306456,1714.351551,1134.112076,1096.856385,234.807694,302.712831,41.097148
505,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1864.838483,1822.406141,1147.591326,1097.147187,241.662171,321.178997,48.800095
506,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1787.600265,1795.546442,1089.646801,1091.280515,250.428498,316.202224,47.388641
507,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1735.999343,1681.036180,1163.708065,1122.473692,273.116637,221.710525,37.903139
508,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1639.707261,1592.541286,1040.391665,1006.201782,274.496492,227.698635,39.870210
509,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1825.978884,1757.562823,1236.325424,1182.178777,291.517258,235.124235,38.875081
510,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1880.141662,1814.012783,1251.337829,1199.837403,299.996766,242.840526,41.596468
511,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1736.577468,1683.421495,1141.786193,1102.061145,280.995028,228.271132,39.374460
512,1,1,1,1,25,24,1800000,2300000,0 10234101760,1844.492357,1771.778382,1284.907518,1225.804815,274.484161,222.503466,36.863309
513,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1762.251390,1722.371934,1173.401457,1126.741210,226.266034,289.355498,39.607898
514,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1690.571397,1662.993023,1065.552765,1032.146330,236.297288,298.716310,42.158929
515,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1771.569258,1699.682128,1145.249161,1087.885178,289.539090,234.483870,41.595589
516,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1672.618137,1621.482513,1081.258013,1043.112137,275.516099,227.458026,39.257990
517,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1668.308948,1643.341568,1058.464010,1026.401824,224.674024,290.397321,41.281735
518,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1772.005034,1707.537981,1219.458223,1146.876526,209.576338,274.853716,37.280698
519,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1733.370327,1675.149827,1138.197629,1094.211258,282.235257,228.780793,39.391779
520,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1719.220534,1664.448577,1142.801270,1101.565401,276.975096,223.579776,38.118077
521,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1689.007702,1635.393996,1076.456466,1037.117294,296.012495,241.387618,40.525664
522,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1795.134845,1735.573730,1158.510378,1091.838715,238.910629,302.135544,43.019560
523,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1785.158663,1720.146426,1222.172268,1149.783659,219.417891,283.054958,37.879421
524,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1757.769810,1702.432083,1165.994566,1123.724763,278.406388,226.688326,39.223144
525,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1877.700774,1810.976581,1269.224362,1216.517550,286.940661,234.494343,40.223854
526,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1810.307021,1740.684359,1215.537825,1159.983964,285.879565,233.578568,39.267653
527,1,1,1,1,25,24,1800000,2300000,0 10234101760,1874.764831,1812.518101,1304.349001,1256.774002,279.936875,225.666583,37.530397
528,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1595.320754,1563.020978,974.173417,955.505310,283.528351,230.215986,41.302861
529,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,2067.021086,2029.230717,1292.887329,1271.703900,321.570491,259.950835,51.887609
530,1,1,1,1,25,24,1800000,2300000,0 10234101760,1796.423369,1723.095276,1246.388228,1185.801086,264.130169,213.452029,36.384849
531,1,1,-1,1,25,24,1800000,2300000,1073741824 9160359936,1755.490002,1680.052612,1183.824099,1122.978364,273.788085,220.713593,37.722151
532,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1680.769320,1631.500690,1052.441848,1017.207414,286.212444,238.137559,41.741134
533,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1785.564589,1724.528547,1190.895967,1121.499892,215.931699,287.003935,40.255302
534,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1824.156139,1759.160632,1249.272798,1177.455977,218.836183,283.109818,38.730528
535,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1800.960313,1742.979387,1218.597107,1175.110123,282.613771,230.687012,38.375416
536,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1779.662262,1716.053344,1155.649641,1105.872164,287.086334,236.832044,41.402523
537,1,-1,1,1,25,24,1800000,2300000,536870912 9697230848,1797.997804,1735.783674,1209.331527,1160.821673,274.558316,222.284791,38.984874
538,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1682.459944,1631.312970,1080.295182,1042.401828,275.052443,229.572799,40.005160
539,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1667.041320,1652.012008,1026.476629,1004.913055,244.888855,308.720643,43.215715
540,-1,1,1,-1,25,24,1800000,2300000,8623489024 1610612736,1769.028757,1706.478441,1170.465730,1121.416137,286.499348,234.078982,39.644142
541,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1687.338741,1630.381650,1098.804381,1055.748566,283.196763,227.878861,38.971389
542,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1730.934630,1675.384920,1095.676914,1055.018415,293.686552,238.084624,42.217527
543,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1719.156360,1662.673737,1128.283584,1085.269135,280.383149,231.314272,39.145227
544,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1642.040388,1593.012561,1043.350203,1008.663562,285.185698,232.846666,39.657333
545,1,-1,1,-1,25,24,1800000,2300000,9126805504 1107296256,1739.402721,1670.726301,1152.462692,1097.922471,274.878846,223.437698,38.876505
546,1,1,-1,-1,25,24,1800000,2300000,9663676416 570425344,1714.813265,1651.921690,1113.991547,1064.966234,281.886341,232.744723,39.832228
547,1,-1,-1,1,25,24,1800000,2300000,1610612736 8623489024,1748.099947,1710.893111,1145.695082,1100.969741,224.835770,295.590794,40.673483
548,-1,-1,-1,-1,25,24,1800000,2300000,10234101760 0,1662.498687,1618.797757,1016.064363,987.685912,298.578813,245.131394,42.960232
549,-1,1,1,1,25,24,1800000,2300000,33554432 10200547328,1808.576081,1737.092296,1236.377915,1178.416855,273.557082,226.176696,37.833009
550,-1,-1,-1,1,25,24,1800000,2300000,1644167168 8589934592,1702.056719,1671.939395,1088.336746,1051.469561,230.811980,296.389542,41.452609
551,-1,1,-1,1,25,24,1800000,2300000,1107296256 9126805504,1664.719334,1626.420030,1098.681991,1053.580473,217.201107,280.966551,38.189195
552,-1,-1,1,-1,25,24,1800000,2300000,9160359936 1073741824,1711.888782,1672.366241,1097.104568,1071.219072,289.313598,235.761185,40.800626
553,-1,1,-1,-1,25,24,1800000,2300000,9697230848 536870912,1679.899311,1639.059522,1068.816844,1040.483720,282.641966,235.342408,40.666996
554,1,1,1,-1,25,24,1800000,2300000,8589934592 1644167168,1724.853484,1666.836332,1171.640929,1126.743915,268.962707,218.616901,36.538597
555,-1,-1,1,1,25,24,1800000,2300000,570425344 9663676416,1786.449487,1734.451782,1181.047030,1144.105135,285.833164,231.275040,40.045090
556,1,-1,-1,-1,25,24,1800000,2300000,10200547328 33554432,1642.374297,1593.141662,1034.016614,998.618941,281.578490,233.830108,40.351470
