,D,F,K,T,Y,high,input,low,nthreads,st,pkg0,pkg1,pp00,pp01,dram0,dram1,time
187,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2077.998672,1996.364563,1303.254623,1248.273178,333.475510,238.871140,51.364182
188,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1591.716263,1933.031586,826.269547,1192.705521,330.649048,235.416199,50.797077
189,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,2011.872391,1749.521774,1332.625748,1092.623749,310.268982,222.710556,44.835392
190,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1937.153381,1850.410278,1197.426605,1128.111557,307.537552,244.691299,49.289944
191,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1523.140778,1793.453766,843.983276,1129.959106,296.593628,238.641144,45.069374
192,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1600.865906,2018.781082,805.307312,1247.977264,338.160416,242.028549,52.936005
193,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1564.211838,1824.624405,828.877579,1101.977112,301.346878,251.873413,49.193901
194,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1555.396225,1876.536789,795.725266,1131.150864,308.135178,253.334076,50.878151
195,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1530.774643,1746.394745,858.970810,1089.372421,294.404922,236.586105,44.617619
196,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1741.632935,2206.701004,900.684982,1402.558960,377.617462,224.612534,55.749893
197,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1928.097321,1676.144852,1287.275940,1051.387421,291.229538,227.283401,42.382587
198,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1538.143188,1797.538681,867.645874,1146.085159,300.655746,230.152267,44.312542
199,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1990.319016,1901.387650,1244.833298,1177.083145,318.459732,237.531906,49.563782
200,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1554.777176,1894.220215,788.498886,1146.063797,316.640488,249.172195,51.145241
201,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2013.735184,1941.900558,1266.603378,1216.467285,322.707703,242.100296,49.654091
202,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1913.991592,1707.188324,1273.556763,1079.753143,281.927414,237.204483,42.418697
203,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1598.680908,1865.622971,841.924530,1126.449020,312.579483,248.021667,50.485916
204,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,2225.782440,2101.522797,1375.409912,1272.653763,337.311768,259.223755,56.965702
205,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1573.195404,1763.090805,880.223328,1087.665604,303.044540,241.412445,45.978035
206,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1885.242981,1703.595581,1253.092117,1086.322357,287.883041,230.617462,41.783905
207,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2070.425446,1994.849091,1285.193619,1238.483734,345.554504,234.638016,52.048447
208,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2033.920547,1932.599655,1266.244003,1186.841507,324.856293,241.625305,51.075836
209,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1544.928452,1752.467514,877.868256,1099.542679,291.845718,241.010559,44.279808
210,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1927.090088,1720.363052,1267.106049,1076.076218,292.359909,233.853790,43.720474
211,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1566.547897,1741.526703,894.867874,1084.404739,290.922653,241.031860,44.593697
212,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1546.547470,1801.543549,854.276093,1127.999100,305.748032,236.509827,45.868805
213,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1815.796310,1636.494583,1208.175232,1039.023163,271.342072,237.186661,40.219105
214,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2099.670654,2004.079773,1320.193268,1254.270370,343.656311,231.898666,51.580841
215,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1580.694244,1916.809433,818.345703,1175.207870,323.722549,245.073685,50.752106
216,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1911.281494,1726.872986,1263.566101,1093.773361,289.330978,233.932083,42.870087
217,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1999.253647,1776.193817,1320.048859,1115.651199,300.766220,234.250671,44.919556
218,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1535.438126,1739.316788,881.077011,1096.363297,283.203232,244.617630,43.470638
219,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1928.404434,1755.559372,1267.812347,1110.046783,289.193970,237.848511,43.754112
220,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1642.223740,1970.024506,852.570084,1208.935303,343.978149,233.125641,52.367340
221,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1657.361465,2088.465378,848.286957,1315.632553,368.915863,218.788910,53.438988
222,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1496.887375,1727.247665,843.573685,1089.571808,293.961182,234.303009,43.242493
223,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2141.807785,2067.609756,1340.270645,1296.610916,348.988983,233.579697,53.163952
224,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1998.343109,1925.624771,1235.940659,1186.231262,324.974548,239.698837,50.691265
225,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1583.473053,1953.948975,797.511688,1193.430984,334.192856,236.943985,52.239738
226,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1519.573700,1733.395737,852.138016,1079.856735,288.679901,238.794342,44.302673
227,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1579.856705,1875.405350,817.174194,1130.574402,314.929962,249.989502,50.933220
228,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1981.448883,1774.197281,1307.424759,1117.328278,297.068527,236.892609,44.662533
229,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1533.030518,1785.120087,855.801392,1123.709396,296.638779,239.157654,44.932045
230,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1514.852661,1720.697388,865.215790,1085.357742,287.539825,234.736389,43.037754
231,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1594.906158,1774.988419,905.605667,1106.462219,308.654495,228.782440,45.612652
232,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1586.863846,1927.480118,825.681839,1183.761749,312.733139,249.388306,50.833836
233,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2141.890350,2058.990311,1352.742233,1302.378204,350.327255,231.761017,52.225750
234,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1617.042847,1930.758179,835.012543,1173.117432,330.056549,242.423889,52.015713
235,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1538.841385,1750.674561,868.048187,1091.998474,286.481903,243.468674,44.643963
236,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2014.303726,1771.588913,1340.297058,1118.616714,309.253784,226.453079,44.525597
237,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1990.056702,1743.447876,1328.575638,1099.578796,293.842789,237.178497,43.738838
238,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2046.618408,1959.167206,1279.263428,1213.522995,323.876190,245.580231,51.044392
239,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1942.211670,1806.852249,1282.801147,1167.122543,298.360718,230.541382,43.491714
240,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,2006.155502,1816.555588,1326.103577,1159.346359,309.160553,228.039841,44.820244
241,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,1968.979645,1896.481934,1223.145126,1169.936798,312.166245,246.449020,49.612499
242,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,1903.694489,1856.361053,1179.749619,1145.273254,292.624634,256.778122,48.337936
243,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1905.060364,1829.321243,1189.783218,1128.087509,293.861938,248.771896,47.680340
244,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1545.687149,1775.201385,869.742508,1114.257294,293.863922,240.537460,44.887821
245,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1623.879654,1965.892059,843.102737,1206.407013,322.623550,251.593872,52.039528
246,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1526.005280,1779.395935,844.595642,1115.494324,299.916809,236.646957,45.176094
247,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,1916.263580,1822.225250,1201.559494,1123.525497,302.779251,247.371674,47.591785
248,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1571.975296,1870.606781,829.358383,1144.762482,307.455170,253.463333,49.539558
249,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,2044.240936,1824.563004,1356.407425,1162.469131,320.520599,221.745422,45.312737
250,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2045.391083,1923.065659,1290.269562,1192.996796,327.393250,236.343613,50.096828
251,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1915.888123,1713.257660,1271.470291,1081.958252,279.857071,238.056641,42.711071
252,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1994.723557,1834.187988,1310.075668,1172.050339,309.079620,227.875046,45.165440
253,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2067.153122,2008.601868,1287.313217,1256.131744,336.457642,234.965363,51.718880
254,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1580.478546,1911.829010,806.793381,1157.528824,316.248672,250.973404,51.594341
255,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1627.641296,1981.431747,856.537628,1238.140656,337.721054,234.545410,51.104298
256,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1510.855179,1745.543640,837.926743,1088.759583,297.502014,236.320312,44.641693
257,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1655.006348,2042.352005,855.666565,1269.781570,347.861191,238.497269,53.192749
258,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1572.076736,1777.253082,882.646286,1105.520126,305.235962,234.461105,45.780640
259,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2017.756210,1852.721832,1253.726715,1112.176376,329.237961,235.078995,50.828449
260,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1563.656403,1850.871277,824.567749,1125.021164,297.504379,253.789963,49.448582
261,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1524.061417,1741.270706,872.344254,1101.102798,281.428406,243.086411,43.319450
262,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1559.733871,1791.135849,890.904251,1136.364456,293.176926,241.112686,44.404640
263,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2008.731400,1859.557968,1267.880707,1136.241119,309.572754,243.178894,49.383057
264,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,2119.383286,1960.755386,1342.347763,1214.598816,346.644852,225.658203,51.402710
265,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1537.955017,1900.296158,781.302078,1162.734024,314.010574,244.386429,50.420330
266,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,2118.043152,2105.517929,1319.432816,1340.969666,358.979904,222.430115,52.826672
267,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,2003.080521,1825.063721,1321.101974,1164.957092,308.839325,226.190720,45.026562
268,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1591.895462,1933.308578,819.820602,1186.273087,330.367279,237.549301,51.265800
269,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1946.677078,1739.605576,1293.874893,1103.282410,290.218109,231.209305,43.178295
270,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1912.104309,1711.140106,1268.945999,1083.138535,285.868301,237.246017,42.529743
271,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1676.418976,2126.891220,848.273865,1333.080154,362.708252,235.978943,54.855293
272,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1918.646454,2454.462128,972.712997,1546.323135,391.210709,247.515030,63.057289
273,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1530.517288,1766.523224,855.997528,1108.358292,296.565384,235.086502,44.737648
274,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1535.412537,1741.247650,844.665985,1065.961273,297.349579,238.704239,45.942837
275,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1572.292114,1876.949844,829.111008,1151.579590,314.084213,243.722946,49.589859
276,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1869.350998,1713.718536,1228.108490,1087.483109,288.388763,229.500259,42.449642
277,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2060.111755,1869.363968,1368.666061,1204.672806,326.635956,218.780975,45.501595
278,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,1925.019516,1777.938354,1272.196442,1139.652878,287.876480,240.163788,43.232834
279,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1543.663849,1743.755707,872.466141,1085.424713,288.289520,244.400711,44.622463
280,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1929.937912,1736.656342,1280.125580,1103.029755,290.640884,232.876358,42.974953
281,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2132.447540,2060.669174,1327.773361,1288.720062,356.838867,229.775574,53.271091
282,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1551.431305,1757.241928,858.024216,1084.613129,309.541199,227.997498,45.922810
283,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1554.964447,1845.817276,810.156265,1115.683746,303.537277,255.416107,49.774273
284,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,2065.389679,1971.426010,1288.762985,1221.409134,339.622940,231.391953,51.598282
285,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1929.504715,1770.735641,1270.232178,1130.064392,296.612213,229.598602,43.551006
286,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2002.462799,1917.011032,1242.059891,1179.825165,322.086716,236.711746,50.531151
287,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1591.556320,1801.764343,893.839447,1125.168716,311.405991,229.517990,46.207821
288,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2088.868423,1978.036652,1305.157532,1222.850769,342.122726,233.512009,51.983692
289,-1,1,1,-1,1,2300000,nx=200,1500000,24,524296 16778272,1920.356018,1700.148880,1260.745270,1056.087173,291.854813,236.142059,43.682995
290,-1,-1,-1,-1,-1,2300000,nx=200,1500000,24,33554431 0,1602.868317,2010.739578,808.788452,1242.060272,338.357727,241.022308,52.811119
291,-1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302536 32,2085.799118,2011.973419,1292.992996,1248.695831,348.658020,232.771072,52.574108
292,-1,1,-1,-1,1,2300000,nx=200,1500000,24,525320 16777248,1846.814148,1689.435898,1217.888519,1074.072830,282.964920,233.297501,41.602833
293,1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778272 524296,1709.006790,2150.304321,888.173035,1366.321335,371.216431,225.344559,54.239971
294,-1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301544 1024,1606.809875,1955.666534,814.610352,1187.599915,335.316330,242.644760,52.781151
295,1,-1,1,1,-1,2300000,nx=200,1500000,24,16777248 525320,1580.755661,1878.183182,831.451187,1145.546356,312.744080,248.669495,50.059345
296,1,1,-1,-1,-1,2300000,nx=200,1500000,24,17302528 40,2140.189789,2124.857895,1333.618240,1355.685776,372.440506,222.690079,53.269634
297,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,1953.671768,1745.190948,1302.692276,1113.016205,296.353882,231.619705,42.960880
298,1,-1,-1,-1,-1,2300000,nx=200,1500000,24,17302560 8,1605.672119,2012.380951,825.565292,1257.454239,332.929062,243.660675,51.829849
299,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1566.131744,1784.077194,876.893707,1113.009186,302.872757,238.386932,45.701611
300,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1569.632141,1774.354752,890.799179,1111.144592,294.175858,238.134171,45.073429
301,-1,1,-1,1,-1,2300000,nx=200,1500000,24,16778248 524320,2140.167145,2083.544479,1331.397034,1307.082794,356.418915,232.176834,53.602818
302,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1522.273178,1757.047440,861.896683,1112.882507,295.414368,235.840271,43.705372
303,1,1,1,1,1,2300000,nx=200,1500000,24,0 33554431,1921.258926,1680.848206,1283.735611,1059.146378,289.727478,231.782593,42.112766
304,1,-1,1,1,1,2300000,nx=200,1500000,24,32 17302536,1535.146286,1754.306778,880.996094,1112.272247,286.658585,242.244583,43.447868
305,-1,-1,-1,-1,1,2300000,nx=200,1500000,24,525352 16777216,1501.253525,1740.485886,830.147568,1082.952988,290.726547,239.640274,44.593048
306,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1830.720779,2184.233612,954.113800,1328.484894,340.409500,264.968979,58.823429
307,1,1,1,-1,-1,2300000,nx=200,1500000,24,17301504 1064,1947.363602,1841.107285,1217.332367,1127.161789,305.392426,245.444916,48.690250
308,-1,-1,1,-1,1,2300000,nx=200,1500000,24,524328 16778240,1533.080704,1744.837296,856.178009,1082.453186,290.759857,241.459564,44.962044
309,1,1,1,-1,1,2300000,nx=200,1500000,24,524288 16778280,1944.089447,1702.092194,1290.658401,1067.717484,299.304611,222.009094,43.145874
310,1,1,-1,1,-1,2300000,nx=200,1500000,24,16778240 524328,1987.252090,1901.548859,1255.252319,1192.423386,318.386810,237.993835,48.510971
311,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1979.669876,1754.669815,1311.500626,1108.306396,308.467804,223.916443,44.068798
312,1,1,1,1,-1,2300000,nx=200,1500000,24,16777216 525352,2176.702637,2109.187943,1375.174179,1345.891769,370.225815,217.634247,52.812897
313,-1,1,1,-1,-1,2300000,nx=200,1500000,24,17301512 1056,2082.061951,2048.335297,1286.789398,1284.611862,354.237823,228.174683,52.642406
314,1,-1,1,-1,-1,2300000,nx=200,1500000,24,17301536 1032,1599.776260,1924.102219,826.277191,1174.136810,328.674408,241.604218,51.439903
315,-1,1,1,1,1,2300000,nx=200,1500000,24,8 17302560,1922.127838,1692.242233,1269.835312,1055.530579,289.026031,235.507370,43.190228
316,1,-1,-1,-1,1,2300000,nx=200,1500000,24,525344 16777224,1563.363998,1760.842728,873.509064,1088.376236,302.986649,237.423706,45.793514
317,-1,-1,1,1,1,2300000,nx=200,1500000,24,40 17302528,1568.423218,1746.739075,885.064819,1079.486633,295.783508,239.061234,45.358273
318,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1545.649689,1830.532486,806.360657,1107.721680,305.142151,250.558640,49.298820
319,-1,1,-1,1,1,2300000,nx=200,1500000,24,1032 17301536,2010.667938,1872.936935,1325.231369,1214.592422,323.444016,221.245377,45.064674
320,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2131.983963,2044.019363,1330.721313,1275.378754,352.502274,231.621460,53.037132
321,1,-1,1,-1,1,2300000,nx=200,1500000,24,524320 16778248,1524.682678,1752.273239,859.683212,1101.475388,290.931335,238.898621,44.139442
322,1,1,-1,1,1,2300000,nx=200,1500000,24,1024 17301544,2036.867050,1872.010971,1353.333145,1213.639557,319.004440,223.605026,44.989914
323,-1,-1,1,1,-1,2300000,nx=200,1500000,24,16777256 525312,1654.105301,2032.406387,857.223862,1261.288956,340.572998,242.177887,52.979687
324,1,-1,-1,1,1,2300000,nx=200,1500000,24,1056 17301512,1534.852264,1759.764679,879.382919,1117.852615,288.073593,241.337784,43.467640
325,-1,-1,-1,1,1,2300000,nx=200,1500000,24,1064 17301504,1533.879257,1741.587921,861.834595,1080.869217,284.036652,248.412430,44.728317
326,-1,1,1,1,-1,2300000,nx=200,1500000,24,16777224 525344,2043.531830,1972.392532,1276.450867,1232.496887,338.380798,230.571274,50.840054
327,-1,-1,-1,1,-1,2300000,nx=200,1500000,24,16778280 524288,1530.474030,1871.805984,797.712097,1154.092300,304.023636,247.789551,48.876076
328,1,1,-1,-1,1,2300000,nx=200,1500000,24,525312 16777256,1888.259918,1714.908737,1254.051926,1093.824142,282.088516,239.002823,41.994194
